Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Brunei Darussalam,BRN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,302.657,297.787,342.158,286.386,280.137,275.393,265.504,258.342,252.623,246.261,240.192,234.654,228.737,224.052,220.625,216.376,213.496,211.227,209.467,208.244,207.276,206.576,205.934,205.125,203.752,202.906,200.825,198.947,196.794,194.413,191.778,188.571,185.77,182.452,179.035,175.558,171.768,168.345,164.994,161.836,158.94,156.135,154.119,152.003,150.651,149.2,148.268,147.573,147.046,146.836,146.521,146.055,146.071,145.907,145.708,145.427,144.963,144.372,143.807,142.554,141.401,..
Brunei Darussalam,BRN,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34794.5327042586,34834.2578965929,35497.9423578844,34693.5004424951,34899.4920584042,35589.4277805848,35764.9319828043,34449.0843370946,33514.4150698355,33809.3978881243,34056.229973671,34290.208864622,34929.6134956371,35275.7250089451,34822.572611334,34361.1557299232,35286.175951418,34961.6343661472,33750.918083303,32667.1793123366,32637.4881038056,32567.0342402418,32556.725965239,31993.1428694311,31187.7721394117,32225.4280193646,31592.6051570445,31420.0341021879,29686.1468517665,31184.5825327429,31259.8490030205,29926.4447798003
Bulgaria,BGR,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8,..,..,9.2,..,..,..,..,..,..,7,..,..,..,..,..,..,..
Bulgaria,BGR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,14.2505598068237,15.5040998458862,17.1391906738281,18.0317306518555,19.0538501739502,19.4302406311035,19.7467098236084,21.9737606048584,18.2354507446289,17.0595207214355,16.1018905639648,15.6368398666382,15.4118003845215,15.9854001998901,17.0292301177979,18.7006607055664,20.7540302276611,22.5471496582031,25.0105495452881,26.1553707122803,30.9803199768066,30.3795890808105,31.8333702087402,33.5851707458496,36.4021911621094,40.9453201293945,42.9656715393066,42.7830200195313,44.8327598571777,44.1297607421875,42.781078338623,40.882251739502,41.6220703125,42.5552406311035,45.3680191040039,47.1508712768555,50.5883293151855,51.9133110046387,54.2354507446289,57.7951812744141,59.0286903381348,61.3599815368652,64.1919784545898,67.5635604858398,70.3015365600586,71.2457427978516,71.0306625366211,71.5215225219727,73.3791732788086,75.4057998657227,..
Bulgaria,BGR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2035598754883,..,..,..,..,..,..,..,..,..,98.3524475097656,..,..,..,..,..,..,..,..,..,98.4199981689453
Bulgaria,BGR,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,114.354,111.422,113.224,108.682,102.054,101.499,100.656,100.919,100.27,103.5,100.101,101.463,99.366,95.813,97.322,96.048,96.178,97.285,99.534,99.359,98.918,97.092,98.338,95.449,98.231,98.506,95.566,94.902,97.567,95.634,98.081,96.629,99.086,94.867,98.232,100.065,99.791,106.49,98.497,99.048,98.817,95.108,93.926,91.42,92.267,92.247,93.389,91.31,88.735,87.304,87.933,85.702,82.257,82.085,88.291,86.607,86.466,86.496,..,..,..,..
Bulgaria,BGR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,165.15,162.382,165.873,159.585,154.409,152.052,155.084,164.444,160.589,169.053,160.03,172.885,172.488,164.402,169.382,177.536,173.445,185.434,184.599,191.124,190.34,188.293,197.349,198.158,202.666,210.854,208.534,206.517,210.212,217.849,219.412,212.446,229.642,240.227,246.715,245.658,238.023,244.071,241.483,222.457,225.005,222.768,218.165,215.846,215.996,219.427,218.686,212.03,208.154,203.75,196.902,194.111,187.916,184.811,190.232,185.528,187.257,183.956,..,..,..,..
Bulgaria,BGR,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3930.97772396593,4124.27896764822,3577.37425847271,3777.60776049653,3495.18189485924,3636.81350910264,3943.86915482287,4340.75929245814,4586.21390907542,4902.23635741563,5244.75975762626,5499.0999582427,5627.01705027062,6171.25102868871,6091.93868788512,6296.75271922981,6398.21961674466,6605.78306017899,6548.65896765743,6738.67793803055,6854.49376560334,7108.41643078558,7424.4099976593,7597.76322085316,7991.94884141518,7660.10938490622,8393.15748575413
Burkina Faso,BFA,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.7,..,..,..,..,..,41.4,..,..,..,..,..,..,..,..,..,35.1,34.7,34.6,32.8,31.3,29,30.1,26.8,21.1,24.9,23.8,19.6,..
Burkina Faso,BFA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0.0375399999320507,0.0469300001859665,0.0549499988555908,0.0860200002789497,0.101199999451637,0.201790004968643,0.18333999812603,0.222760006785393,0.229230001568794,0.213220000267029,0.278349995613098,0.426149994134903,0.500909984111786,0.539619982242584,0.593140006065369,0.611819982528687,0.638949990272522,0.678569972515106,0.754429996013641,0.756060004234314,0.700980007648468,0.930050015449524,1.08194005489349,1.05425000190735,1.09777998924255,1.05427002906799,0.969240009784698,..,0.999130010604858,..,1.15665996074677,1.41177999973297,1.60116004943848,..,2.3073399066925,2.44096994400024,2.61219000816345,3.18105006217957,3.53374004364014,3.57942008972168,4.14652013778687,4.5588698387146,4.77675008773804,5.07697010040283,5.06382989883423,5.56196022033691,6.00339984893799,6.50187015533447,7.09612989425659,7.84372997283936,9.54242038726807
Burkina Faso,BFA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.83022975921631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.5692300796509,..,..,..,..,12.8481702804565,..,..,..,..,..,..,21.8229198455811,..,23.5221996307373,22.4725799560547,28.2936592102051,..,..,..,..,..,..,34.5993995666504,..,..,..,39.3458518981934,..,..,46.0400009155273
Burkina Faso,BFA,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.4177398681641,..,86.8469772338867,89.4923477172852,88.2582168579102,86.9417572021484,87.6678924560547,87.6603927612305,86.1144638061523,..,..,94.8324813842773,85.5863876342773,84.3585968017578,85.4200134277344,73.193733215332,85.8375625610352,87.5757293701172,88.5932464599609,89.4517974853516,..
Burkina Faso,BFA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,425.692,419.7,414.434,412.033,407.198,399.785,397.858,391.464,387.81,381.655,375.859,371.157,366.477,361.669,353.931,345.008,338.405,330.917,323.151,315.45,312.075,312.586,304.665,300.498,295.868,295.608,302.624,307.195,311.554,313.696,307.811,308.178,308.543,312.724,308.619,307.853,306.291,314.854,307.016,301.718,292.458,293.466,295.917,292.987,288.274,280.212,277.528,273.442,261.91,259.856,255.623,248.537,244.882,246.557,239.949,235.259,229.907,229.403,223.989,225.045,231.071,..
Burkina Faso,BFA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,482.146,478.684,471.616,467.054,465.814,459.828,457.131,451.584,449.402,445.074,440.057,436.926,428.818,425.966,417.228,407.58,399.401,393.27,384.059,377.283,370.002,368.234,359.443,354.347,347.425,346.776,349.575,354.478,355.842,358.196,356.84,357.638,358.834,365.791,368.128,367.538,369.154,374.997,369.141,369.555,366.688,366.312,365.523,360.088,354.325,351.838,344.049,339.111,330.469,322.636,319.932,314.764,310.083,310.402,306.192,301.792,297.436,298.461,292.891,299.581,311.696,..
Burkina Faso,BFA,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,259.073682105149,257.680545267527,275.830099098517,279.606133116638,280.474633652783,277.116829890166,275.964968858768,277.228240950352,274.23644670557,290.640248633804,290.245466161392,309.500489587887,300.58871429067,310.532609158918,314.561994051313,309.740061384927,313.07387518158,333.628627818777,325.30992598067,311.441757444499,328.309740470114,344.906249551927,334.444718580483,344.007450426061,342.455382343462,332.340339225865,353.242896112608,345.223308208745,347.590368995102,342.989401629759,354.527919643238,386.217600277058,398.843471020733,416.336975885263,435.127367793202,429.341507805415,442.978738818263,445.852232764559,465.046238147976,472.269657986366,496.326372004957,514.815732123368,519.922974093107,533.656670627303,529.264600136313,547.515116902971,560.030426932966,587.229653582181,602.195758066231,599.617826685882,603.329103714093,620.88299904054,645.475281998956,673.454667522086,675.849099978729,..,..
Burundi,BDI,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.2,..,..,..,..,..,..,..,..,..,..,..,..,64,..,..,..,..,57.7,..,..,..,..,57.6,..,..,..,..,..,55.9,..,56.6,54,50.9,..
Burundi,BDI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0.171700000762939,0.174620002508163,0.164120003581047,0.240559995174408,0.246690005064011,0.294719994068146,..,..,0.448850005865097,0.452030003070831,0.46246001124382,0.50203001499176,..,0.570699989795685,0.589890003204346,0.643959999084473,0.626190006732941,0.740760028362274,0.74124002456665,0.702390015125275,0.787310004234314,0.851719975471497,0.959410011768341,..,..,..,..,0.945879995822906,1.04488003253937,1.22362005710602,1.19843995571136,1.88243997097015,..,2.44520998001099,2.46321988105774,2.45370006561279,2.4891300201416,2.66848993301392,2.82032990455627,3.25461006164551,..,3.0692400932312,3.77758002281189,4.5462498664856,5.13303995132446,3.68108010292053,3.9179699420929,4.05766010284424,3.92356991767883,4.96802997589111,5.9513053894043
Burundi,BDI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5085506439209,..,..,..,..,..,..,..,..,..,..,37.3847198486328,..,..,..,..,..,..,..,..,..,59.3036193847656,..,..,..,..,..,..,..,48.0840606689453,..,..,..,..,..,61.5134887695313,..,..,68.3753280639648,..,..,..,74.7099990844727
Burundi,BDI,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.5099792480469,..,87.4158630371094,..,91.1890563964844,..,94.1818923950195,94.9871597290039,..,92.1513366699219,100,100,100,100,100,..,..
Burundi,BDI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,376.387,375.134,376.977,374.413,371.09,390.736,376.194,378.095,375.917,382.785,381.272,382.422,720.469,491.448,382.556,385.523,380.999,375.293,375.132,366.276,359.112,352.052,348.354,346.123,346.452,351.771,362.218,374.791,442.328,410.958,424.645,439.779,450.986,567.835,444.652,438.446,429.813,416.404,397.209,385.146,380.612,368.382,353.989,346.181,335.721,324.645,318.757,313.762,298.944,296.277,294.658,288.676,281.386,273.145,265.859,255.471,254.484,243.956,243.146,232.316,243.591,..
Burundi,BDI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,437.345,435.493,432.191,430.354,430.18,484.861,433.635,436.567,433.516,444.72,436.599,437.346,820.801,571.884,433.81,433.369,433.589,431.431,432.357,424.456,419.18,409.591,402.717,399.213,403.644,413.059,429.563,449.514,555.237,492.454,508.475,518.818,518.45,660.79,517.332,522.927,520.728,501.401,482.385,462.708,482.131,471.204,436.177,416.893,396.709,384.544,375.288,364.779,360.133,352.29,341.706,335.692,329.066,322.204,316.675,324.309,311.654,302.935,304.925,298.476,316.134,..
Burundi,BDI,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,317.107808122435,327.260726166635,314.875077674661,314.757276941164,304.59954498656,308.624453439395,293.70452454235,294.577308849748,290.040205179047,297.669474420899,297.622806451409,300.021221086324,293.988904842496,296.153495131849,296.670454218081,300.629395869043,305.510658250287,306.898657870439,289.392852381498,282.816841857881,278.126338823711,274.78867041566,271.035622966182,265.08940617344,261.948241677588
Cabo Verde,CPV,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.8,..,..,..,..,..,..,..,..,21.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.75303995609283,2.01488995552063,1.71254003047943,4.07566022872925,4.73109006881714,6.18606996536255,7.62569999694824,8.54634952545166,9.70493984222412,12.0443601608276,15.1534099578857,18.0097599029541,20.7131404876709,20.5973205566406,22.946439743042,23.9711608886719,23.063060760498,24.0053291320801,24.3976993560791,23.6165103912354,..,..,..
Cabo Verde,CPV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.7968597412109,..,..,..,..,..,..,..,..,..,76.1104431152344,..,..,..,..,..,..,..,..,..,..,..,85.3277893066406,..,..,86.7902908325195,..,..,..,..,..,90.7799987792969
Cabo Verde,CPV,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.157958984375,69.3799667358398,72.7043228149414,77.8056411743164,81.4641723632813,82.9337463378906,84.7062606811523,86.4583282470703,90.0299072265625,92.0928726196289,94.5872802734375,..,96.0202407836914,..,93.2554321289063,93.4350128173828,98.5540618896484,98.9007415771484,..,..
Cabo Verde,CPV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,343.479,339.482,339.241,337.411,336.442,334.647,332.845,330.884,326.969,322.747,315.41,308.156,302.154,296.441,289.856,282.552,277.862,269.409,263.412,257.075,255.112,249.906,249.012,247.787,245.686,242.116,234.191,225.829,216.746,212.981,203.173,200.981,199.308,197.568,196.289,207.745,184.299,173.451,169.77,163.229,144.918,132.126,122.703,113.912,104.407,99.711,99.835,89.089,95.849,82.839,79.925,74.558,79.451,69.637,68.719,73.421,66.352,61.795,67.108,64.704,69.487,..
Cabo Verde,CPV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,449.305,431.868,416.616,399.016,386.544,373.226,358.472,355.767,352.431,346.121,343.551,348.854,352.822,347.022,335.308,315.4,304.081,291.223,280.041,272.319,263.674,266.993,269.019,274.751,280.833,275.429,272.662,268.372,265.271,264.813,262.138,263.595,262.251,265.528,269.261,291.824,273.139,272.771,266.097,266.157,265.237,246.257,239.94,232.484,228.898,213.133,222.929,216.889,212.941,211.207,203.978,193.617,182.879,185.747,185.294,196.447,181.065,169.145,181.839,179.193,192.178,..
Cabo Verde,CPV,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2694.25423742693,2826.14812133678,2762.96172068839,2720.87067379081,2810.14129762905,2797.34418932142,2810.09576017975,2751.74084433999,2784.92705145207,2887.05514735681,2963.05425306675,3097.74834844419,3248.59694783284,2734.37882841228,2911.3963272635
Cambodia,KHM,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.6,..,..,..,49,..,..,..,..,42.8,..,..,39.5,..,39.8,..,..,..,32.4,..,..,..,..,..,..,..
Cambodia,KHM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,1.41123998165131,1.50099003314972,1.36415004730225,..,..,..,..,..,..,0.102530002593994,0.0902199968695641,0.089319996535778,0.112170003354549,0.195270001888275,0.273059993982315,0.296590000391006,..,..,0.629450023174286,0.658580005168915,0.775569975376129,0.983410000801086,1.19342005252838,1.34969997406006,1.31497001647949,1.58191001415253,1.26486003398895,..,..,2.48135995864868,2.37990999221802,2.48942995071411,2.91815996170044,2.81714010238647,3.3885600566864,5.67854976654053,7.31445980072021,9.12242984771729,11.7689504623413,13.9649896621704,14.8900699615479,..,..,..,13.1356296539307,..,11.7630500793457,12.1751337051392,11.8543081283569,12.8940935134888,12.9837551116943
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.3350296020508,..,..,..,..,..,73.6099472045898,..,..,..,76.8712921142578,76.1379623413086,..,..,..,..,78.0550918579102,80.5264892578125,..,..,..,..,..,83.9100036621094
Cambodia,KHM,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.9141006469727,96.0165863037109,94.7456970214844,96.5010223388672,97.6862564086914,98.3148498535156,98.4139022827148,98.2186889648438,99.4791870117188,99.0555419921875,99.1058807373047,100,100,100,100,100,99.6966323852539,99.2828826904297,100,100,100
Cambodia,KHM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,428.253,418.918,412.036,403.412,395.153,392.524,383.449,380.084,377.54,371.409,393.714,392.884,384.225,389.853,395.412,845.011,973.382,701.766,430.377,371.314,343.24,334.09,329.036,322.107,314.491,306.291,307.69,298.753,292.772,281.628,276.385,274.163,271.877,270.506,271.018,267.905,264.025,261.02,258.432,251.795,242.889,230.855,218.723,206.715,201.155,195.687,188.43,182.199,174.647,162.053,161.782,151.308,150.124,142.717,141.651,141.294,133.372,134.235,134.103,133.768,134.767,..
Cambodia,KHM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,498.628,498.394,492.595,486.135,482.49,477.379,470.697,478.78,477.822,473.412,768.169,762.741,754.357,751.268,751.046,999.015,994.209,818.57,813.462,732.162,524.231,520.697,514.912,504.161,493.7,482.221,472.379,396.837,378.76,383.343,372.735,357.451,350.676,347.357,341.803,334.032,335.415,324.943,321.753,314.332,305.293,293.302,284.663,272.432,259.27,253.708,247.02,240.908,234.076,224.665,224.289,219.421,211.76,211.913,204.043,203.957,204.574,197.252,198.608,197.16,200.73,..
Cambodia,KHM,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,374.348860474066,384.395804405829,396.184043953945,403.849812767818,441.744014316021,474.771068980513,503.014294481156,522.003051110085,559.726212874892,605.353408682423,669.55867145157,730.139865333275,795.953782432903,829.535931935523,815.070406507776,859.625618471001,900.112924528245,943.859400730192,991.775218935265,1047.65162945033,1106.12822119589,1170.17618539049,1236.66908958936,1305.86333176625,1374.26550124772,1345.83925573558,1353.48297449303
Cameroon,CMR,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.6,..,..,..,..,..,..,38.2,..,..,..,..,..,35.6,..,37.6,..,..,..,..,32.6,..,..,31.7,..,..,..,28.9,..,..,..
Cameroon,CMR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0.486090004444122,0.606149971485138,0.768050014972687,0.922129988670349,1.0480500459671,..,..,..,1.61696994304657,1.81053996086121,1.61186003684998,1.6703599691391,1.74068999290466,1.93816995620728,2.13187003135681,..,2.40060997009277,2.57117009162903,2.56015992164612,2.91887998580933,3.22106003761292,..,..,..,..,..,..,..,4.91420984268188,4.64523983001709,4.65570020675659,5.08507013320923,5.12258005142212,5.09328985214233,5.85059976577759,6.80950021743774,7.26150989532471,7.88311004638672,9.04759979248047,11.1570196151733,12.0721597671509,13.0923404693604,15.2916603088379,16.2808704376221,16.9623908996582,12.4775295257568,12.7602500915527,14.2672700881958,..,..,..
Cameroon,CMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.2162094116211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.4091567993164,..,..,..,..,..,..,70.6799392700195,..,..,71.2905120849609,..,..,..,..,..,..,..,77.0710372924805,..,78.2300033569336,..
Cameroon,CMR,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.057991027832,68.5339965820313,62.7408485412598,61.7700996398926,..,..,..,57.3935203552246,67.149543762207,78.7775115966797,..,..,..,..,81.2397918701172,..,..,..,..
Cameroon,CMR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,416.15,412.445,379.692,376.936,376.704,369.55,367.384,362.092,355.643,349.1,346.11,339.849,334.58,331.311,330.811,328.864,325.457,325.552,321.821,319.912,316.051,316.495,317.014,312.139,312.522,311.332,315.01,304.71,303.778,305.599,304.686,305.026,302.919,310.736,319.084,322.27,330.747,332.344,337.789,336.098,337.101,338.496,342.096,337.391,335.716,341.789,335.594,334.223,327.49,323.111,316.641,311.645,304.131,295.688,289.288,278.456,276.406,269.912,260.402,260.365,265.145,..
Cameroon,CMR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,753.269,747.945,426.527,423.085,419.9,412.729,411.14,406.136,400.974,395.076,389.059,386.173,380.312,377.119,373.848,373.37,371.968,371.278,367.577,366.464,361.893,357.324,350.807,345.519,347.125,337.38,341.697,338.317,339.248,341.928,345.614,349.937,354.584,360.609,372.5,380.438,388.612,390.934,396.06,399.434,395.686,395.275,391.114,385.507,384.747,382.55,376.144,374.115,368.844,363.508,360.66,354.076,347.23,339.178,338.369,329.934,319.044,311.281,314.242,305.191,329.202,..
Cameroon,CMR,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,737.896307328506,774.57977647275,810.993534819365,821.689055286384,844.583304676806,857.257027534371,830.535064178541,902.274327379508,997.824267797131,915.118979884917,895.330138254249,1234.84423455639,1308.95952317018,1117.30858654188,1347.47452972662,1455.51735991816,1533.28884300092,1637.88115087436,1722.86382444186,1811.30318718961,1718.57837718561,1549.61121839168,1458.60158385207,1301.78014884575,1192.3765077472,1134.5987620299,1018.2032494033,1001.14893762869,1000.31886935942,1013.8339801669,1029.36614412619,1061.55648290266,1084.0227066835,1075.91820984361,1086.45048114062,1116.33512366759,1169.4463363799,1231.39802154343,1219.91560439042,1248.09770610349,1255.58462019227,1262.60094602125,1272.05723788897,1265.19736393988,1271.04650623234,1286.50474706796,1308.07358538462,1355.91081409979,1380.69014637652,1396.50050306893,1402.93112858572,1418.23534398009,1422.99500206369,1386.84242101349,1344.78176753698
Canada,CAN,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.0385704040527,..,..,..,..,..,..,..,..,..,70.5915298461914,..,..,83.0890426635742,90.5283508300781,95.5493392944336,97.6102066040039,88.2205200195313,90.0974502563477,90.5423965454102,89.2137680053711,..,59.501880645752,60.2518692016602,59.1144599914551,..,59.5465888977051,..,..,..,..,63.6000595092773,63.7673988342285,63.0657691955566,61.6558494567871,63.4673194885254,63.980770111084,65.3322982788086,65.612907409668,64.7869567871094,66.4391784667969,68.9225082397461,70.1130218505859,75.6988220214844,79.5169219970703,..
Canada,CAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
